DATE,DLY-TMIN-NORMAL,DLY-TMAX-NORMAL,MTD-PRCP-NORMAL,WEATHER_CAT
20100101,-33,145,2,1
20100102,-35,144,4,1
20100103,-36,143,5,1
20100104,-38,142,7,1
20100105,-39,141,9,1
20100106,-41,140,10,1
20100107,-42,140,12,1
20100108,-43,139,13,1
20100109,-44,139,15,1
20100110,-45,139,17,1
20100111,-45,138,19,1
20100112,-46,139,21,1
20100113,-47,139,23,1
20100114,-47,139,25,1
20100115,-47,140,27,1
20100116,-47,140,30,1
20100117,-48,141,32,1
20100118,-48,142,34,1
20100119,-47,143,35,1
20100120,-47,144,37,1
20100121,-47,145,39,1
20100122,-46,146,41,1
20100123,-46,148,43,1
20100124,-45,149,44,1
20100125,-44,151,46,1
20100126,-43,152,47,1
20100127,-42,154,49,1
20100128,-41,156,50,1
20100129,-40,158,52,1
20100130,-38,160,54,1
20100131,-37,162,55,1
20100201,-35,164,1,0
20100202,-33,166,3,0
20100203,-31,169,4,0
20100204,-29,171,6,0
20100205,-27,173,7,0
20100206,-25,176,8,0
20100207,-22,178,10,0
20100208,-20,181,11,0
20100209,-17,183,12,0
20100210,-14,186,13,0
20100211,-11,188,15,0
20100212,-8,191,16,0
20100213,-5,194,18,0
20100214,-1,196,19,0
20100215,2,199,21,0
20100216,6,202,22,0
20100217,9,205,24,0
20100218,13,207,25,1
20100219,17,210,27,1
20100220,21,213,29,1
20100221,25,216,31,1
20100222,29,219,32,1
20100223,33,223,34,1
20100224,38,226,36,1
20100225,42,229,38,1
20100226,47,232,40,1
20100227,52,236,42,1
20100228,56,239,44,1
20100301,61,243,2,0
20100302,66,247,4,0
20100303,71,251,7,0
20100304,76,254,9,0
20100305,81,259,11,0
20100306,86,263,13,0
20100307,91,267,15,0
20100308,97,272,18,0
20100309,102,276,20,0
20100310,107,281,22,0
20100311,112,286,24,0
20100312,118,291,26,1
20100313,123,296,28,1
20100314,129,301,30,1
20100315,134,307,32,1
20100316,140,313,35,1
20100317,145,318,37,1
20100318,151,324,39,1
20100319,156,330,42,1
20100320,161,336,45,1
20100321,167,343,47,1
20100322,172,349,50,1
20100323,178,356,52,1
20100324,183,363,55,1
20100325,189,369,57,1
20100326,194,376,60,1
20100327,199,383,62,1
20100328,205,390,64,1
20100329,210,397,67,1
20100330,215,405,69,1
20100331,221,412,72,1
20100401,226,419,2,0
20100402,231,426,5,0
20100403,236,434,7,0
20100404,241,441,10,0
20100405,246,448,12,0
20100406,251,456,15,0
20100407,256,463,18,0
20100408,261,470,20,0
20100409,266,477,23,0
20100410,270,484,25,1
20100411,275,491,28,1
20100412,280,498,30,1
20100413,284,505,33,1
20100414,289,512,36,1
20100415,294,518,38,1
20100416,298,525,41,1
20100417,302,531,44,1
20100418,307,537,47,1
20100419,311,543,50,1
20100420,315,549,53,1
20100421,320,555,56,1
20100422,324,560,60,1
20100423,328,566,64,1
20100424,332,571,68,1
20100425,336,576,73,1
20100426,340,581,77,1
20100427,344,586,82,1
20100428,348,591,88,1
20100429,352,596,93,1
20100430,356,600,98,1
20100501,360,604,6,0
20100502,364,609,12,0
20100503,368,613,18,0
20100504,371,617,24,0
20100505,375,620,30,1
20100506,379,624,37,1
20100507,383,628,44,1
20100508,387,631,51,1
20100509,391,635,58,1
20100510,394,638,66,1
20100511,398,642,74,1
20100512,402,645,82,1
20100513,406,648,90,1
20100514,409,651,98,1
20100515,413,654,105,1
20100516,417,657,113,1
20100517,421,660,122,1
20100518,425,663,131,1
20100519,428,666,139,1
20100520,432,669,148,1
20100521,436,672,156,1
20100522,440,675,165,1
20100523,444,678,173,1
20100524,447,681,182,1
20100525,451,684,191,1
20100526,455,687,200,1
20100527,459,690,209,1
20100528,462,693,218,1
20100529,466,696,228,1
20100530,470,699,238,1
20100531,473,702,249,1
20100601,477,705,11,0
20100602,481,708,22,0
20100603,484,711,33,1
20100604,488,714,45,1
20100605,491,717,56,1
20100606,495,719,67,1
20100607,498,722,79,1
20100608,501,725,90,1
20100609,505,728,102,1
20100610,508,731,114,1
20100611,511,733,126,1
20100612,514,736,138,1
20100613,517,739,151,1
20100614,520,741,165,1
20100615,523,744,177,1
20100616,525,746,190,1
20100617,528,749,204,1
20100618,531,751,217,1
20100619,533,753,231,1
20100620,536,756,244,1
20100621,538,758,258,1
20100622,540,760,271,1
20100623,542,762,284,1
20100624,544,764,298,1
20100625,546,766,311,1
20100626,548,768,324,1
20100627,549,769,338,1
20100628,551,771,351,1
20100629,553,773,363,1
20100630,554,774,376,1
20100701,555,776,12,0
20100702,557,778,24,0
20100703,558,779,37,1
20100704,559,780,49,1
20100705,560,782,61,1
20100706,561,783,73,1
20100707,562,784,85,1
20100708,562,786,97,1
20100709,563,787,109,1
20100710,564,788,121,1
20100711,564,789,131,1
20100712,565,790,142,1
20100713,565,791,153,1
20100714,566,792,163,1
20100715,566,793,174,1
20100716,566,794,184,1
20100717,566,795,194,1
20100718,567,796,203,1
20100719,567,797,213,1
20100720,567,798,223,1
20100721,567,799,233,1
20100722,567,800,243,1
20100723,567,800,252,1
20100724,567,801,261,1
20100725,566,802,270,1
20100726,566,802,279,1
20100727,566,803,287,1
20100728,566,803,296,1
20100729,565,804,304,1
20100730,565,804,313,1
20100731,564,805,322,1
20100801,564,805,9,0
20100802,563,805,18,0
20100803,563,805,27,1
20100804,562,805,36,1
20100805,561,805,45,1
20100806,560,804,53,1
20100807,559,804,62,1
20100808,558,804,70,1
20100809,557,803,79,1
20100810,556,802,88,1
20100811,555,801,98,1
20100812,553,800,107,1
20100813,552,799,116,1
20100814,550,798,125,1
20100815,548,796,134,1
20100816,546,795,143,1
20100817,544,793,152,1
20100818,542,791,161,1
20100819,540,789,170,1
20100820,538,787,179,1
20100821,535,784,188,1
20100822,533,782,197,1
20100823,530,779,206,1
20100824,527,777,216,1
20100825,524,774,225,1
20100826,521,770,234,1
20100827,518,767,242,1
20100828,515,764,250,1
20100829,511,760,259,1
20100830,508,757,267,1
20100831,504,753,275,1
20100901,501,749,8,0
20100902,497,745,16,0
20100903,493,741,23,0
20100904,489,737,31,1
20100905,485,733,39,1
20100906,481,729,46,1
20100907,476,725,54,1
20100908,472,720,61,1
20100909,468,716,68,1
20100910,463,711,75,1
20100911,459,707,82,1
20100912,454,702,89,1
20100913,450,697,96,1
20100914,445,693,103,1
20100915,441,688,109,1
20100916,436,684,116,1
20100917,431,679,122,1
20100918,427,674,129,1
20100919,422,669,135,1
20100920,418,665,142,1
20100921,413,660,148,1
20100922,409,655,154,1
20100923,404,650,161,1
20100924,400,646,168,1
20100925,395,641,174,1
20100926,391,636,181,1
20100927,387,631,188,1
20100928,382,627,195,1
20100929,378,622,202,1
20100930,374,617,208,1
20101001,370,612,7,0
20101002,366,607,13,0
20101003,361,602,20,0
20101004,357,597,27,1
20101005,353,592,33,1
20101006,349,587,40,1
20101007,346,582,46,1
20101008,342,577,53,1
20101009,338,572,58,1
20101010,334,567,64,1
20101011,330,562,70,1
20101012,326,556,76,1
20101013,322,551,82,1
20101014,318,545,88,1
20101015,315,540,94,1
20101016,311,534,100,1
20101017,307,528,106,1
20101018,303,522,112,1
20101019,299,516,117,1
20101020,295,511,123,1
20101021,291,504,128,1
20101022,287,498,133,1
20101023,283,492,137,1
20101024,279,486,141,1
20101025,274,479,145,1
20101026,270,473,149,1
20101027,266,466,154,1
20101028,261,460,158,1
20101029,257,453,161,1
20101030,252,447,165,1
20101031,248,440,169,1
20101101,243,433,3,0
20101102,238,426,6,0
20101103,233,419,9,0
20101104,228,413,12,0
20101105,223,406,15,0
20101106,218,399,18,0
20101107,213,392,21,0
20101108,207,385,24,0
20101109,202,378,27,1
20101110,197,371,30,1
20101111,191,365,32,1
20101112,186,358,35,1
20101113,180,351,38,1
20101114,175,344,41,1
20101115,169,338,43,1
20101116,163,331,46,1
20101117,157,325,49,1
20101118,152,318,51,1
20101119,146,312,54,1
20101120,140,306,57,1
20101121,134,300,60,1
20101122,129,294,62,1
20101123,123,288,65,1
20101124,117,282,67,1
20101125,112,276,70,1
20101126,106,271,72,1
20101127,100,265,74,1
20101128,95,260,77,1
20101129,89,254,79,1
20101130,84,249,81,1
20101201,78,244,3,0
20101202,73,239,5,0
20101203,68,234,8,0
20101204,63,230,11,0
20101205,58,225,13,0
20101206,53,221,16,0
20101207,48,216,19,0
20101208,44,212,22,0
20101209,39,208,24,0
20101210,34,204,27,1
20101211,30,200,30,1
20101212,26,196,32,1
20101213,22,193,35,1
20101214,18,189,37,1
20101215,14,186,39,1
20101216,10,182,41,1
20101217,7,179,44,1
20101218,3,176,46,1
20101219,0,173,48,1
20101220,-4,170,50,1
20101221,-7,168,52,1
20101222,-10,165,53,1
20101223,-13,162,55,1
20101224,-15,160,58,1
20101225,-18,158,60,1
20101226,-21,156,62,1
20101227,-23,154,64,1
20101228,-25,152,67,1
20101229,-27,150,69,1
20101230,-29,148,71,1
20101231,-31,147,73,1